0,22,absorb,"An Energy Department spokesman says the sulfur dioxide might be simultaneously recoverable through the use of powdered limestone , which tends to absorb the sulfur ",0,0
1,5,absorb,The yellow beta carotene pigment absorbs blue -LRB- not yellow -RRB- laser light ,0,0
2,5,absorb,"This time , the ground absorbed the shock waves enough to transfer her images to the metal in bas - relief ",0,0
3,12,absorb,"'' Vitamins could be passed right out of the body without being absorbed , '' he says ",0,0
4,14,absorb,"As Eliot wrote : '' In a warm haze , the sultry light is absorbed , not refracted , by grey stone . . . . '' and flowers do indeed '' sleep in empty silence . '",0,0
5,19,absorb,"New Pig Corp . , Tipton , Pa . , offers a hot - dog - shaped sponge that absorbs polluting liquids around factory machines ",0,0
6,25,absorb,Mr. Gallas says he began looking into melanin about five years ago when he was working on solar energy and was looking for materials that absorb sunlight ,0,0
7,9,absorb,"The fatty deposits have a yellowish hue and therefore absorb more of the yellow laser energy than the surrounding , almost colorless artery wall ",0,0
8,9,absorb,"Mr. Filisko says his fluids do n't rely on absorbed water , and perform better as temperatures rise ",0,0
9,32,assault,"For example , he carefully steered clear of controversies such as New York 's Tawana Brawley case , where some rabble - rousing lawyers are charging that a young black woman was assaulted and raped by whites ",0,0
10,37,assault,"Last year , the NRA ran a newspaper ad featuring a harrowing photo of a frightened woman and asserting that a 20-year - old American woman has a 72 % chance of being raped , robbed or assaulted in her lifetime ",0,0
11,30,assault,"Among the tantrums he admits : heaving a faulty phone across the control room , kicking in a TV screen to force NBC to buy a new one , and assaulting construction workers who were too noisy during taping ",0,0
12,13,assault,Mr. Tyson has denied that he tried to kill himself and that he assaulted his wife ,0,0
13,14,assault,"He was detained on June 23 , and for two weeks he was regularly assaulted by South African police ",0,0
14,30,assault,"John Gil , a San Diego landlord , and Mike Black , an apartment manager , were sued in state Superior Court in San Diego by a tenant who was assaulted by a pet monkey owned by two other renters ",0,0
15,20,assault,"Mr. Guez , of Old Westbury , N.Y . , also is currently under indictment and awaiting trial for allegedly assaulting a deputy U.S. marshal who tried to seize Sasson records last year at the posh $ 5.5 million Manhattan townhouse where Mr. Guez once resided ",0,0
